Gaokao2023-Math-En pass@8: 0.7740 (298/385)
minervamath pass@8: 0.5772 (157/272)
MATH-500 pass@8: 0.8420 (421/500)
gsm8k pass@8: 0.9507 (1254/1319)
Gaokao2023-Math-En Qwen2.5-Math-PRM-7B@8 mean: 0.7143 (275/385)
Gaokao2023-Math-En Qwen2.5-Math-PRM-7B@8 min: 0.7169 (276/385)
Gaokao2023-Math-En Qwen2.5-Math-PRM-7B@8 max: 0.6701 (258/385)
Gaokao2023-Math-En Qwen2.5-Math-PRM-7B@8 product: 0.7169 (276/385)
Gaokao2023-Math-En Qwen2.5-Math-PRM-7B@8 geom_mean: 0.7143 (275/385)
Gaokao2023-Math-En Llama3.1-8B-PRM-Mistral-Data@8 mean: 0.6701 (258/385)
Gaokao2023-Math-En Llama3.1-8B-PRM-Mistral-Data@8 min: 0.6623 (255/385)
Gaokao2023-Math-En Llama3.1-8B-PRM-Mistral-Data@8 max: 0.6519 (251/385)
Gaokao2023-Math-En Llama3.1-8B-PRM-Mistral-Data@8 product: 0.6831 (263/385)
Gaokao2023-Math-En Llama3.1-8B-PRM-Mistral-Data@8 geom_mean: 0.6727 (259/385)
minervamath Qwen2.5-Math-PRM-7B@8 mean: 0.4669 (127/272)
minervamath Qwen2.5-Math-PRM-7B@8 min: 0.4706 (128/272)
minervamath Qwen2.5-Math-PRM-7B@8 max: 0.4007 (109/272)
minervamath Qwen2.5-Math-PRM-7B@8 product: 0.4743 (129/272)
minervamath Qwen2.5-Math-PRM-7B@8 geom_mean: 0.4632 (126/272)
minervamath Llama3.1-8B-PRM-Mistral-Data@8 mean: 0.4228 (115/272)
minervamath Llama3.1-8B-PRM-Mistral-Data@8 min: 0.4301 (117/272)
minervamath Llama3.1-8B-PRM-Mistral-Data@8 max: 0.4191 (114/272)
minervamath Llama3.1-8B-PRM-Mistral-Data@8 product: 0.4522 (123/272)
minervamath Llama3.1-8B-PRM-Mistral-Data@8 geom_mean: 0.4265 (116/272)
MATH-500 Qwen2.5-Math-PRM-7B@8 mean: 0.7980 (399/500)
MATH-500 Qwen2.5-Math-PRM-7B@8 min: 0.7940 (397/500)
MATH-500 Qwen2.5-Math-PRM-7B@8 max: 0.7440 (372/500)
MATH-500 Qwen2.5-Math-PRM-7B@8 product: 0.7940 (397/500)
MATH-500 Qwen2.5-Math-PRM-7B@8 geom_mean: 0.7980 (399/500)
MATH-500 Llama3.1-8B-PRM-Mistral-Data@8 mean: 0.7660 (383/500)
MATH-500 Llama3.1-8B-PRM-Mistral-Data@8 min: 0.7320 (366/500)
MATH-500 Llama3.1-8B-PRM-Mistral-Data@8 max: 0.7740 (387/500)
MATH-500 Llama3.1-8B-PRM-Mistral-Data@8 product: 0.7620 (381/500)
MATH-500 Llama3.1-8B-PRM-Mistral-Data@8 geom_mean: 0.7640 (382/500)
gsm8k Qwen2.5-Math-PRM-7B@8 mean: 0.9454 (1247/1319)
gsm8k Qwen2.5-Math-PRM-7B@8 min: 0.9462 (1248/1319)
gsm8k Qwen2.5-Math-PRM-7B@8 max: 0.9174 (1210/1319)
gsm8k Qwen2.5-Math-PRM-7B@8 product: 0.9454 (1247/1319)
gsm8k Qwen2.5-Math-PRM-7B@8 geom_mean: 0.9462 (1248/1319)
gsm8k Llama3.1-8B-PRM-Mistral-Data@8 mean: 0.9303 (1227/1319)
gsm8k Llama3.1-8B-PRM-Mistral-Data@8 min: 0.9303 (1227/1319)
gsm8k Llama3.1-8B-PRM-Mistral-Data@8 max: 0.9295 (1226/1319)
gsm8k Llama3.1-8B-PRM-Mistral-Data@8 product: 0.9348 (1233/1319)
gsm8k Llama3.1-8B-PRM-Mistral-Data@8 geom_mean: 0.9318 (1229/1319)
